,w/c_ratio,fiber,concentration,specific_mass,elastic_modulus,fiber_tensile_strength,toughness_factor
1043,0.66,10,0.13,1.14,5.15,16,1.845
1044,0.53,4,0.24,0.98,3000.0,132,1.846
1045,0.66,10,0.34,1.14,5.15,16,1.847
1046,0.29,4,0.22,0.98,3000.0,132,1.849
1047,0.66,12,0.58,0.91,7.0,620,1.854
1048,0.3,4,0.41,0.98,3000.0,132,1.855
1049,0.66,10,0.58,1.14,5.15,16,1.866
1050,0.66,11,0.37,1.19,10.0,800,1.87
1051,0.59,10,0.22,1.14,5.15,16,1.873
1052,0.64,9,0.32,1.14,3.15,550,1.877
1053,0.64,10,0.06,1.14,5.15,16,1.886
1054,0.62,9,0.68,1.14,3.15,550,1.89
1055,0.49,12,0.4,0.91,7.0,620,1.897
1056,0.29,4,0.14,0.98,3000.0,132,1.899
1057,0.65,12,0.4,0.91,7.0,620,1.899
1058,0.57,4,0.07,0.98,3000.0,132,1.907
1059,0.48,4,0.05,0.98,3000.0,132,1.91
1060,0.32,4,0.15,0.98,3000.0,132,1.91
1061,0.59,7,0.33,1.3,39.0,1600,1.911
1062,0.36,9,0.49,1.14,3.15,550,1.912
1063,0.66,10,0.21,1.14,5.15,16,1.916
1064,0.32,4,0.13,0.98,3000.0,132,1.918
1065,0.66,13,1.57,1.4,8.0,700,1.92
1066,0.66,10,0.14,1.14,5.15,16,1.926
1067,0.63,13,2.0,1.4,8.0,700,1.93
1068,0.65,5,0.27,1.34,2.0,450,1.937
1069,0.51,4,0.11,0.98,3000.0,132,1.943
1070,0.65,5,0.26,1.34,2.0,450,1.945
1071,0.55,9,0.43,1.14,3.15,550,1.946
1072,0.66,10,0.16,1.14,5.15,16,1.954
1073,0.63,2,0.23,0.91,7.0,550,1.955
1074,0.59,8,0.37,0.98,5.0,570,1.957
1075,0.66,10,0.25,1.14,5.15,16,1.96
1076,0.57,11,0.39,1.19,10.0,800,1.962
1077,0.61,11,0.34,1.19,10.0,800,1.967
1078,0.65,13,1.62,1.4,8.0,700,1.972
1079,0.51,2,0.03,0.91,7.0,550,1.978
1080,0.66,8,0.4,0.98,5.0,570,1.981
1081,0.61,11,0.5,1.19,10.0,800,1.984
1082,0.55,2,0.24,0.91,7.0,550,1.985
1083,0.48,8,0.47,0.98,5.0,570,1.986
1084,0.64,10,0.29,1.14,5.15,16,1.986
1085,0.59,8,0.37,0.98,5.0,570,1.99
1086,0.66,11,0.68,1.19,10.0,800,1.991
1087,0.51,4,0.13,0.98,3000.0,132,1.992
1088,0.61,10,0.33,1.14,5.15,16,1.996
1089,0.64,4,0.04,0.98,3000.0,132,1.999
1090,0.29,4,0.34,0.98,3000.0,132,2.0
1091,0.65,11,0.45,1.19,10.0,800,2.001
1092,0.59,4,0.17,0.98,3000.0,132,2.008
1093,0.55,11,0.43,1.19,10.0,800,2.009
1094,0.45,4,0.11,0.98,3000.0,132,2.01
1095,0.29,4,0.17,0.98,3000.0,132,2.01
1096,0.66,10,0.09,1.14,5.15,16,2.016
1097,0.29,4,0.11,0.98,3000.0,132,2.017
1098,0.45,10,0.22,1.14,5.15,16,2.017
1099,0.66,11,0.53,1.19,10.0,800,2.02
1100,0.65,10,0.16,1.14,5.15,16,2.024
1101,0.65,2,0.15,0.91,7.0,550,2.024
1102,0.66,13,1.83,1.4,8.0,700,2.027
1103,0.66,10,0.24,1.14,5.15,16,2.033
1104,0.65,10,0.11,1.14,5.15,16,2.037
1105,0.65,13,2.0,1.4,8.0,700,2.046
1106,0.66,13,1.45,1.4,8.0,700,2.048
1107,0.65,5,0.41,1.34,2.0,450,2.057
1108,0.66,13,1.77,1.4,8.0,700,2.058
1109,0.61,8,0.22,0.98,5.0,570,2.061
1110,0.65,11,0.46,1.19,10.0,800,2.064
1111,0.55,10,0.11,1.14,5.15,16,2.072
1112,0.64,10,0.18,1.14,5.15,16,2.074
1113,0.65,5,0.15,1.34,2.0,450,2.078
1114,0.53,8,0.29,0.98,5.0,570,2.083
1115,0.64,7,0.26,1.3,39.0,1600,2.086
1116,0.66,12,0.23,0.91,7.0,620,2.09
1117,0.36,3,0.5,0.91,3.5,500,2.09
1118,0.65,13,2.0,1.4,8.0,700,2.091
1119,0.57,9,1.32,1.14,3.15,550,2.1
1120,0.39,11,0.89,1.19,10.0,800,2.1
1121,0.38,13,1.96,1.4,8.0,700,2.105
1122,0.62,11,0.97,1.19,10.0,800,2.111
1123,0.29,4,0.25,0.98,3000.0,132,2.111
1124,0.39,4,0.14,0.98,3000.0,132,2.113
1125,0.33,4,0.18,0.98,3000.0,132,2.122
1126,0.33,4,0.13,0.98,3000.0,132,2.123
1127,0.59,12,0.7,0.91,7.0,620,2.127
1128,0.65,12,0.25,0.91,7.0,620,2.129
1129,0.61,8,0.3,0.98,5.0,570,2.13
1130,0.37,11,0.92,1.19,10.0,800,2.136
1131,0.63,10,0.47,1.14,5.15,16,2.14
1132,0.44,2,0.26,0.91,7.0,550,2.145
1133,0.63,8,0.18,0.98,5.0,570,2.15
1134,0.66,5,0.32,1.34,2.0,450,2.15
1135,0.66,5,0.34,1.34,2.0,450,2.152
1136,0.66,11,1.02,1.19,10.0,800,2.161
1137,0.29,4,0.31,0.98,3000.0,132,2.169
1138,0.54,11,0.43,1.19,10.0,800,2.172
1139,0.66,12,0.38,0.91,7.0,620,2.175
1140,0.61,8,0.24,0.98,5.0,570,2.176
1141,0.49,12,0.5,0.91,7.0,620,2.176
1142,0.62,8,0.25,0.98,5.0,570,2.18
1143,0.53,12,0.44,0.91,7.0,620,2.183
1144,0.55,12,0.87,0.91,7.0,620,2.183
1145,0.64,8,0.55,0.98,5.0,570,2.183
1146,0.62,11,0.7,1.19,10.0,800,2.187
1147,0.6,2,0.03,0.91,7.0,550,2.188
1148,0.42,2,0.36,0.91,7.0,550,2.188
1149,0.65,5,0.17,1.34,2.0,450,2.191
1150,0.66,13,1.76,1.4,8.0,700,2.191
1151,0.66,9,0.35,1.14,3.15,550,2.193
1152,0.45,11,0.9,1.19,10.0,800,2.196
1153,0.61,11,0.43,1.19,10.0,800,2.201
1154,0.61,2,0.08,0.91,7.0,550,2.204
1155,0.65,8,0.3,0.98,5.0,570,2.204
1156,0.64,10,0.52,1.14,5.15,16,2.205
1157,0.63,3,0.17,0.91,3.5,500,2.206
1158,0.64,10,0.18,1.14,5.15,16,2.208
1159,0.66,12,0.48,0.91,7.0,620,2.212
1160,0.65,8,0.36,0.98,5.0,570,2.214
1161,0.66,10,0.14,1.14,5.15,16,2.217
1162,0.5,12,1.13,0.91,7.0,620,2.217
1163,0.64,11,0.41,1.19,10.0,800,2.218
1164,0.61,5,0.78,1.34,2.0,450,2.22
1165,0.64,9,0.36,1.14,3.15,550,2.226
1166,0.66,10,0.27,1.14,5.15,16,2.228
1167,0.65,8,0.34,0.98,5.0,570,2.234
1168,0.58,11,0.81,1.19,10.0,800,2.237
1169,0.6,12,0.82,0.91,7.0,620,2.238
1170,0.6,12,0.97,0.91,7.0,620,2.245
1171,0.54,12,0.83,0.91,7.0,620,2.27
1172,0.48,12,0.78,0.91,7.0,620,2.275
1173,0.66,9,0.55,1.14,3.15,550,2.276
1174,0.65,10,0.09,1.14,5.15,16,2.28
1175,0.32,4,0.14,0.98,3000.0,132,2.281
1176,0.66,11,0.6,1.19,10.0,800,2.282
1177,0.55,9,0.72,1.14,3.15,550,2.283
1178,0.65,11,0.46,1.19,10.0,800,2.284
1179,0.66,11,0.56,1.19,10.0,800,2.287
1180,0.39,8,0.85,0.98,5.0,570,2.288
1181,0.66,9,0.28,1.14,3.15,550,2.288
1182,0.6,8,0.39,0.98,5.0,570,2.288
1183,0.66,10,0.32,1.14,5.15,16,2.291
1184,0.48,7,0.46,1.3,39.0,1600,2.293
1185,0.3,4,0.14,0.98,3000.0,132,2.299
1186,0.52,9,0.27,1.14,3.15,550,2.299
1187,0.4,4,0.39,0.98,3000.0,132,2.3
1188,0.66,8,0.29,0.98,5.0,570,2.301
1189,0.57,12,0.77,0.91,7.0,620,2.303
1190,0.48,7,0.6,1.3,39.0,1600,2.308
1191,0.65,12,1.1,0.91,7.0,620,2.308
1192,0.62,10,0.57,1.14,5.15,16,2.311
1193,0.3,4,0.15,0.98,3000.0,132,2.316
1194,0.52,7,0.85,1.3,39.0,1600,2.317
1195,0.54,11,0.76,1.19,10.0,800,2.319
1196,0.63,11,0.8,1.19,10.0,800,2.32
1197,0.61,9,0.42,1.14,3.15,550,2.32
1198,0.61,4,0.33,0.98,3000.0,132,2.322
1199,0.66,9,0.43,1.14,3.15,550,2.323
1200,0.48,12,1.02,0.91,7.0,620,2.325
1201,0.5,5,0.55,1.34,2.0,450,2.326
1202,0.65,3,0.29,0.91,3.5,500,2.328
1203,0.31,11,0.52,1.19,10.0,800,2.329
1204,0.34,4,0.13,0.98,3000.0,132,2.33
1205,0.53,3,0.42,0.91,3.5,500,2.33
1206,0.63,8,0.38,0.98,5.0,570,2.338
1207,0.61,11,0.79,1.19,10.0,800,2.338
1208,0.62,11,0.5,1.19,10.0,800,2.339
1209,0.65,12,0.5,0.91,7.0,620,2.339
1210,0.66,10,0.06,1.14,5.15,16,2.343
1211,0.57,5,0.19,1.34,2.0,450,2.355
1212,0.66,10,0.22,1.14,5.15,16,2.358
1213,0.3,4,0.15,0.98,3000.0,132,2.363
1214,0.58,10,0.38,1.14,5.15,16,2.367
1215,0.5,11,0.62,1.19,10.0,800,2.367
1216,0.41,2,0.08,0.91,7.0,550,2.373
1217,0.66,12,0.58,0.91,7.0,620,2.374
1218,0.55,12,0.87,0.91,7.0,620,2.375
1219,0.65,9,0.75,1.14,3.15,550,2.378
1220,0.63,11,0.44,1.19,10.0,800,2.378
1221,0.56,9,1.0,1.14,3.15,550,2.383
1222,0.66,12,0.78,0.91,7.0,620,2.384
1223,0.65,8,0.45,0.98,5.0,570,2.387
1224,0.62,11,0.5,1.19,10.0,800,2.394
1225,0.59,10,0.39,1.14,5.15,16,2.397
1226,0.45,4,0.25,0.98,3000.0,132,2.398
1227,0.63,5,0.47,1.34,2.0,450,2.407
1228,0.58,7,0.48,1.3,39.0,1600,2.407
1229,0.29,4,0.08,0.98,3000.0,132,2.412
1230,0.43,11,0.93,1.19,10.0,800,2.415
1231,0.31,7,0.68,1.3,39.0,1600,2.418
1232,0.32,3,0.34,0.91,3.5,500,2.419
1233,0.51,3,0.19,0.91,3.5,500,2.419
1234,0.6,7,0.67,1.3,39.0,1600,2.423
1235,0.66,9,0.36,1.14,3.15,550,2.427
1236,0.45,9,0.55,1.14,3.15,550,2.427
1237,0.65,10,0.13,1.14,5.15,16,2.429
1238,0.66,2,0.15,0.91,7.0,550,2.432
1239,0.6,9,0.46,1.14,3.15,550,2.433
1240,0.64,8,0.4,0.98,5.0,570,2.434
1241,0.49,9,0.71,1.14,3.15,550,2.435
1242,0.42,3,0.23,0.91,3.5,500,2.436
1243,0.62,8,0.3,0.98,5.0,570,2.437
1244,0.65,9,0.56,1.14,3.15,550,2.442
1245,0.64,8,0.16,0.98,5.0,570,2.442
1246,0.54,5,0.87,1.34,2.0,450,2.443
1247,0.66,11,0.62,1.19,10.0,800,2.445
1248,0.29,4,0.15,0.98,3000.0,132,2.445
1249,0.55,9,0.22,1.14,3.15,550,2.446
1250,0.55,2,0.15,0.91,7.0,550,2.446
1251,0.63,2,0.17,0.91,7.0,550,2.447
1252,0.61,12,0.43,0.91,7.0,620,2.447
1253,0.49,3,0.23,0.91,3.5,500,2.452
1254,0.65,8,0.43,0.98,5.0,570,2.452
1255,0.59,11,0.47,1.19,10.0,800,2.452
1256,0.63,10,0.25,1.14,5.15,16,2.453
1257,0.62,11,1.29,1.19,10.0,800,2.454
1258,0.66,5,0.27,1.34,2.0,450,2.459
1259,0.66,10,0.39,1.14,5.15,16,2.461
1260,0.66,13,1.93,1.4,8.0,700,2.462
1261,0.65,8,0.57,0.98,5.0,570,2.463
1262,0.3,7,0.53,1.3,39.0,1600,2.466
1263,0.48,11,0.26,1.19,10.0,800,2.468
1264,0.34,3,0.14,0.91,3.5,500,2.469
1265,0.4,9,0.32,1.14,3.15,550,2.48
1266,0.66,12,0.51,0.91,7.0,620,2.482
1267,0.49,9,0.81,1.14,3.15,550,2.482
1268,0.59,7,0.7,1.3,39.0,1600,2.485
1269,0.57,10,0.56,1.14,5.15,16,2.488
1270,0.65,2,0.19,0.91,7.0,550,2.493
1271,0.65,11,0.81,1.19,10.0,800,2.494
1272,0.56,8,0.41,0.98,5.0,570,2.495
1273,0.34,4,0.16,0.98,3000.0,132,2.497
1274,0.6,7,0.75,1.3,39.0,1600,2.499
1275,0.62,10,0.14,1.14,5.15,16,2.501
1276,0.6,9,0.47,1.14,3.15,550,2.502
1277,0.5,8,0.65,0.98,5.0,570,2.507
1278,0.66,11,0.63,1.19,10.0,800,2.509
1279,0.49,8,0.47,0.98,5.0,570,2.513
1280,0.5,5,0.27,1.34,2.0,450,2.514
1281,0.46,5,0.31,1.34,2.0,450,2.516
1282,0.6,4,0.2,0.98,3000.0,132,2.519
1283,0.64,12,0.76,0.91,7.0,620,2.524
1284,0.63,12,0.49,0.91,7.0,620,2.53
1285,0.61,12,0.8,0.91,7.0,620,2.535
1286,0.42,11,0.52,1.19,10.0,800,2.538
1287,0.63,9,0.5,1.14,3.15,550,2.539
1288,0.62,11,0.98,1.19,10.0,800,2.545
1289,0.31,7,0.83,1.3,39.0,1600,2.545
1290,0.64,9,0.3,1.14,3.15,550,2.547
1291,0.63,8,0.69,0.98,5.0,570,2.547
1292,0.41,4,0.09,0.98,3000.0,132,2.548
1293,0.48,2,0.43,0.91,7.0,550,2.553
1294,0.6,10,0.2,1.14,5.15,16,2.554
1295,0.38,4,0.13,0.98,3000.0,132,2.554
1296,0.65,5,0.55,1.34,2.0,450,2.556
1297,0.66,5,0.22,1.34,2.0,450,2.556
1298,0.64,5,0.53,1.34,2.0,450,2.567
1299,0.65,9,0.42,1.14,3.15,550,2.574
1300,0.6,9,0.77,1.14,3.15,550,2.575
1301,0.66,2,0.26,0.91,7.0,550,2.575
1302,0.66,12,0.35,0.91,7.0,620,2.578
1303,0.34,4,0.11,0.98,3000.0,132,2.579
1304,0.62,3,0.19,0.91,3.5,500,2.58
1305,0.66,11,0.81,1.19,10.0,800,2.581
1306,0.65,9,0.54,1.14,3.15,550,2.581
1307,0.63,5,0.55,1.34,2.0,450,2.581
1308,0.54,3,0.21,0.91,3.5,500,2.582
1309,0.58,12,0.74,0.91,7.0,620,2.589
1310,0.63,11,0.66,1.19,10.0,800,2.59
1311,0.49,12,0.67,0.91,7.0,620,2.59
1312,0.65,11,0.42,1.19,10.0,800,2.59
1313,0.66,5,0.16,1.34,2.0,450,2.591
1314,0.34,5,0.83,1.34,2.0,450,2.597
1315,0.57,3,0.25,0.91,3.5,500,2.599
1316,0.38,12,0.93,0.91,7.0,620,2.599
1317,0.6,9,0.68,1.14,3.15,550,2.601
1318,0.57,12,0.71,0.91,7.0,620,2.602
1319,0.45,2,0.23,0.91,7.0,550,2.609
1320,0.66,9,0.11,1.14,3.15,550,2.612
1321,0.62,3,0.39,0.91,3.5,500,2.613
1322,0.5,9,0.74,1.14,3.15,550,2.616
1323,0.3,7,0.75,1.3,39.0,1600,2.616
1324,0.51,2,0.35,0.91,7.0,550,2.62
1325,0.47,11,0.91,1.19,10.0,800,2.62
1326,0.5,11,0.37,1.19,10.0,800,2.621
1327,0.51,12,0.69,0.91,7.0,620,2.625
1328,0.66,9,0.53,1.14,3.15,550,2.625
1329,0.42,8,0.56,0.98,5.0,570,2.625
1330,0.63,9,0.53,1.14,3.15,550,2.631
1331,0.43,4,0.05,0.98,3000.0,132,2.633
1332,0.57,11,0.73,1.19,10.0,800,2.633
1333,0.31,4,0.22,0.98,3000.0,132,2.645
1334,0.66,10,0.47,1.14,5.15,16,2.65
1335,0.66,11,0.58,1.19,10.0,800,2.65
1336,0.46,12,0.63,0.91,7.0,620,2.651
1337,0.63,9,0.4,1.14,3.15,550,2.655
1338,0.32,4,0.25,0.98,3000.0,132,2.658
1339,0.57,11,0.5,1.19,10.0,800,2.66
1340,0.66,7,0.31,1.3,39.0,1600,2.664
1341,0.63,2,0.21,0.91,7.0,550,2.664
1342,0.66,11,0.85,1.19,10.0,800,2.665
1343,0.57,2,0.36,0.91,7.0,550,2.669
1344,0.62,3,0.39,0.91,3.5,500,2.671
1345,0.66,9,0.46,1.14,3.15,550,2.673
1346,0.3,4,0.26,0.98,3000.0,132,2.685
1347,0.43,11,0.78,1.19,10.0,800,2.687
1348,0.31,11,0.63,1.19,10.0,800,2.688
1349,0.62,5,0.32,1.34,2.0,450,2.688
1350,0.66,12,0.84,0.91,7.0,620,2.69
1351,0.32,2,0.14,0.91,7.0,550,2.691
1352,0.44,10,0.53,1.14,5.15,16,2.692
1353,0.66,8,0.59,0.98,5.0,570,2.693
1354,0.39,7,0.83,1.3,39.0,1600,2.693
1355,0.3,4,0.76,0.98,3000.0,132,2.696
1356,0.36,12,0.6,0.91,7.0,620,2.698
1357,0.51,11,0.7,1.19,10.0,800,2.704
1358,0.59,11,0.55,1.19,10.0,800,2.708
1359,0.66,10,0.33,1.14,5.15,16,2.709
1360,0.66,10,0.4,1.14,5.15,16,2.71
1361,0.66,9,0.54,1.14,3.15,550,2.714
1362,0.56,11,1.4,1.19,10.0,800,2.714
1363,0.66,11,0.89,1.19,10.0,800,2.715
1364,0.47,5,0.57,1.34,2.0,450,2.724
1365,0.63,8,0.37,0.98,5.0,570,2.732
1366,0.65,5,0.52,1.34,2.0,450,2.74
1367,0.35,4,0.09,0.98,3000.0,132,2.743
1368,0.58,3,0.18,0.91,3.5,500,2.744
1369,0.61,9,0.27,1.14,3.15,550,2.751
1370,0.6,8,0.54,0.98,5.0,570,2.757
1371,0.33,3,0.57,0.91,3.5,500,2.759
1372,0.31,4,0.17,0.98,3000.0,132,2.761
1373,0.46,10,0.71,1.14,5.15,16,2.762
1374,0.6,9,0.4,1.14,3.15,550,2.768
1375,0.65,12,0.61,0.91,7.0,620,2.771
1376,0.56,3,0.46,0.91,3.5,500,2.781
1377,0.64,3,0.23,0.91,3.5,500,2.783
1378,0.55,3,0.17,0.91,3.5,500,2.784
1379,0.6,5,0.64,1.34,2.0,450,2.787
1380,0.64,12,1.18,0.91,7.0,620,2.792
1381,0.42,7,0.66,1.3,39.0,1600,2.801
1382,0.66,10,0.2,1.14,5.15,16,2.802
1383,0.57,12,0.61,0.91,7.0,620,2.803
1384,0.55,4,0.18,0.98,3000.0,132,2.804
1385,0.55,12,0.88,0.91,7.0,620,2.804
1386,0.66,12,0.42,0.91,7.0,620,2.804
1387,0.66,10,0.45,1.14,5.15,16,2.805
1388,0.63,5,0.26,1.34,2.0,450,2.81
1389,0.64,9,0.77,1.14,3.15,550,2.81
1390,0.58,10,0.18,1.14,5.15,16,2.811
1391,0.66,8,0.56,0.98,5.0,570,2.816
1392,0.64,12,0.55,0.91,7.0,620,2.818
1393,0.66,9,0.67,1.14,3.15,550,2.821
1394,0.66,8,0.24,0.98,5.0,570,2.822
1395,0.65,3,0.1,0.91,3.5,500,2.824
1396,0.32,2,0.59,0.91,7.0,550,2.828
1397,0.64,3,0.26,0.91,3.5,500,2.834
1398,0.37,4,0.06,0.98,3000.0,132,2.835
1399,0.65,5,0.25,1.34,2.0,450,2.837
1400,0.52,8,0.44,0.98,5.0,570,2.838
1401,0.58,5,0.34,1.34,2.0,450,2.839
1402,0.63,3,0.34,0.91,3.5,500,2.843
1403,0.62,7,0.67,1.3,39.0,1600,2.845
1404,0.61,7,0.76,1.3,39.0,1600,2.849
1405,0.59,2,0.27,0.91,7.0,550,2.849
1406,0.61,5,0.37,1.34,2.0,450,2.85
1407,0.61,11,0.43,1.19,10.0,800,2.852
1408,0.39,6,1.32,2.75,95.0,3300,2.854
1409,0.56,8,0.5,0.98,5.0,570,2.855
1410,0.37,7,1.04,1.3,39.0,1600,2.859
1411,0.57,3,0.37,0.91,3.5,500,2.86
1412,0.61,2,0.24,0.91,7.0,550,2.862
1413,0.48,3,0.33,0.91,3.5,500,2.868
1414,0.65,2,0.33,0.91,7.0,550,2.868
1415,0.65,12,0.99,0.91,7.0,620,2.872
1416,0.6,2,0.37,0.91,7.0,550,2.872
1417,0.52,11,0.5,1.19,10.0,800,2.88
1418,0.65,12,0.78,0.91,7.0,620,2.88
1419,0.58,8,0.67,0.98,5.0,570,2.891
1420,0.59,2,0.31,0.91,7.0,550,2.894
1421,0.66,12,0.98,0.91,7.0,620,2.899
1422,0.48,2,0.36,0.91,7.0,550,2.901
1423,0.66,10,0.54,1.14,5.15,16,2.903
1424,0.57,8,0.32,0.98,5.0,570,2.903
1425,0.64,9,0.4,1.14,3.15,550,2.909
1426,0.55,3,0.15,0.91,3.5,500,2.914
1427,0.65,12,1.18,0.91,7.0,620,2.918
1428,0.56,11,0.64,1.19,10.0,800,2.919
1429,0.62,12,1.15,0.91,7.0,620,2.921
1430,0.29,4,0.31,0.98,3000.0,132,2.923
1431,0.61,11,0.67,1.19,10.0,800,2.924
1432,0.61,12,0.9,0.91,7.0,620,2.925
1433,0.61,5,0.4,1.34,2.0,450,2.93
1434,0.66,2,0.23,0.91,7.0,550,2.934
1435,0.41,3,0.25,0.91,3.5,500,2.937
1436,0.63,12,0.8,0.91,7.0,620,2.938
1437,0.64,12,0.9,0.91,7.0,620,2.94
1438,0.31,6,0.86,2.75,95.0,3300,2.941
1439,0.64,2,0.17,0.91,7.0,550,2.944
1440,0.66,12,0.64,0.91,7.0,620,2.945
1441,0.66,8,0.52,0.98,5.0,570,2.948
1442,0.63,8,0.69,0.98,5.0,570,2.949
1443,0.46,5,0.29,1.34,2.0,450,2.95
1444,0.52,3,0.42,0.91,3.5,500,2.953
1445,0.63,7,0.5,1.3,39.0,1600,2.954
1446,0.65,10,0.2,1.14,5.15,16,2.957
1447,0.58,12,0.79,0.91,7.0,620,2.961
1448,0.51,7,0.43,1.3,39.0,1600,2.963
1449,0.35,12,0.69,0.91,7.0,620,2.968
1450,0.33,2,0.41,0.91,7.0,550,2.969
1451,0.46,9,0.59,1.14,3.15,550,2.97
1452,0.52,11,0.51,1.19,10.0,800,2.971
1453,0.31,8,0.4,0.98,5.0,570,2.972
1454,0.57,7,0.53,1.3,39.0,1600,2.974
1455,0.63,7,0.65,1.3,39.0,1600,2.978
1456,0.66,10,0.21,1.14,5.15,16,2.98
1457,0.65,12,0.58,0.91,7.0,620,2.982
1458,0.37,3,0.43,0.91,3.5,500,2.983
1459,0.6,3,0.2,0.91,3.5,500,2.989
1460,0.64,5,0.3,1.34,2.0,450,2.989
1461,0.55,5,0.59,1.34,2.0,450,2.989
1462,0.58,12,0.41,0.91,7.0,620,2.998
1463,0.56,8,0.74,0.98,5.0,570,3.0
1464,0.66,12,0.83,0.91,7.0,620,3.001
1465,0.63,11,0.59,1.19,10.0,800,3.005
1466,0.51,3,0.17,0.91,3.5,500,3.008
1467,0.65,7,0.76,1.3,39.0,1600,3.011
1468,0.65,11,0.35,1.19,10.0,800,3.016
1469,0.6,5,0.32,1.34,2.0,450,3.022
1470,0.65,12,0.75,0.91,7.0,620,3.023
1471,0.37,7,0.6,1.3,39.0,1600,3.026
1472,0.65,12,1.12,0.91,7.0,620,3.031
1473,0.57,8,0.68,0.98,5.0,570,3.032
1474,0.35,7,1.04,1.3,39.0,1600,3.034
1475,0.65,8,0.66,0.98,5.0,570,3.034
1476,0.61,12,0.89,0.91,7.0,620,3.037
1477,0.63,6,0.55,2.75,95.0,3300,3.042
1478,0.38,7,0.59,1.3,39.0,1600,3.045
1479,0.62,9,0.26,1.14,3.15,550,3.053
1480,0.43,2,0.53,0.91,7.0,550,3.06
1481,0.64,2,0.18,0.91,7.0,550,3.066
1482,0.6,5,0.84,1.34,2.0,450,3.069
1483,0.5,7,0.86,1.3,39.0,1600,3.07
1484,0.65,5,0.39,1.34,2.0,450,3.075
1485,0.66,9,0.33,1.14,3.15,550,3.077
1486,0.66,5,0.32,1.34,2.0,450,3.08
1487,0.61,7,0.55,1.3,39.0,1600,3.081
1488,0.66,12,0.52,0.91,7.0,620,3.083
1489,0.43,9,1.2,1.14,3.15,550,3.087
1490,0.64,4,0.2,0.98,3000.0,132,3.087
1491,0.59,12,0.93,0.91,7.0,620,3.09
1492,0.59,11,0.86,1.19,10.0,800,3.09
1493,0.36,6,1.15,2.75,95.0,3300,3.098
1494,0.45,3,0.35,0.91,3.5,500,3.102
1495,0.43,7,0.67,1.3,39.0,1600,3.103
1496,0.33,7,1.33,1.3,39.0,1600,3.104
1497,0.6,7,0.93,1.3,39.0,1600,3.108
1498,0.51,4,0.25,0.98,3000.0,132,3.109
1499,0.61,3,0.12,0.91,3.5,500,3.11
1500,0.33,5,0.73,1.34,2.0,450,3.114
1501,0.54,7,0.29,1.3,39.0,1600,3.124
1502,0.61,5,0.4,1.34,2.0,450,3.124
1503,0.63,1,0.24,7.85,210.0,1000,3.125
1504,0.66,2,0.22,0.91,7.0,550,3.13
1505,0.33,4,0.14,0.98,3000.0,132,3.135
1506,0.62,8,0.51,0.98,5.0,570,3.14
1507,0.65,9,1.02,1.14,3.15,550,3.143
1508,0.63,5,0.62,1.34,2.0,450,3.143
1509,0.66,10,0.34,1.14,5.15,16,3.146
1510,0.49,5,0.79,1.34,2.0,450,3.152
1511,0.66,11,0.45,1.19,10.0,800,3.152
1512,0.62,8,1.09,0.98,5.0,570,3.153
1513,0.58,8,0.54,0.98,5.0,570,3.153
1514,0.62,2,0.37,0.91,7.0,550,3.158
1515,0.65,12,1.14,0.91,7.0,620,3.161
1516,0.66,12,1.05,0.91,7.0,620,3.164
1517,0.54,9,0.66,1.14,3.15,550,3.166
1518,0.54,3,0.59,0.91,3.5,500,3.166
1519,0.65,5,0.46,1.34,2.0,450,3.166
1520,0.66,10,0.3,1.14,5.15,16,3.168
1521,0.65,7,0.47,1.3,39.0,1600,3.17
1522,0.62,8,1.09,0.98,5.0,570,3.171
1523,0.66,5,0.23,1.34,2.0,450,3.176
1524,0.59,12,1.53,0.91,7.0,620,3.18
1525,0.56,7,0.52,1.3,39.0,1600,3.183
1526,0.64,12,0.99,0.91,7.0,620,3.186
1527,0.66,7,0.66,1.3,39.0,1600,3.194
1528,0.65,12,1.15,0.91,7.0,620,3.196
1529,0.65,10,0.39,1.14,5.15,16,3.2
1530,0.55,6,0.9,2.75,95.0,3300,3.202
1531,0.66,12,0.48,0.91,7.0,620,3.212
1532,0.66,11,1.07,1.19,10.0,800,3.213
1533,0.66,9,0.77,1.14,3.15,550,3.214
1534,0.65,7,0.67,1.3,39.0,1600,3.216
1535,0.41,4,0.51,0.98,3000.0,132,3.218
1536,0.46,12,1.0,0.91,7.0,620,3.22
1537,0.66,9,0.8,1.14,3.15,550,3.222
1538,0.34,6,0.97,2.75,95.0,3300,3.227
1539,0.54,2,0.6,0.91,7.0,550,3.227
1540,0.46,7,1.09,1.3,39.0,1600,3.228
1541,0.65,2,0.21,0.91,7.0,550,3.235
1542,0.65,5,0.26,1.34,2.0,450,3.235
1543,0.58,8,0.69,0.98,5.0,570,3.249
1544,0.6,9,0.5,1.14,3.15,550,3.25
1545,0.66,9,0.29,1.14,3.15,550,3.268
1546,0.63,5,0.37,1.34,2.0,450,3.269
1547,0.39,3,0.46,0.91,3.5,500,3.269
1548,0.64,5,0.45,1.34,2.0,450,3.269
1549,0.39,8,0.89,0.98,5.0,570,3.272
1550,0.61,2,0.16,0.91,7.0,550,3.273
1551,0.6,3,0.73,0.91,3.5,500,3.274
1552,0.41,8,0.71,0.98,5.0,570,3.274
1553,0.54,8,0.68,0.98,5.0,570,3.274
1554,0.39,9,0.69,1.14,3.15,550,3.276
1555,0.66,5,0.41,1.34,2.0,450,3.276
